timestamp,open,high,low,close,volume
2026-01-03T02:00:00Z,337.87,345.92,334.46,348.00,1550
2026-01-03T03:00:00Z,348.00,356.10,344.47,358.25,1561
2026-01-03T04:00:00Z,358.25,366.38,354.58,368.59,1572
2026-01-03T05:00:00Z,368.59,376.72,364.76,379.01,1583
2026-01-03T06:00:00Z,379.01,387.12,375.01,389.49,1594
2026-01-03T07:00:00Z,389.49,397.55,385.25,400.01,1605
2026-01-03T08:00:00Z,400.01,407.99,395.48,410.55,1616
2026-01-03T09:00:00Z,410.55,418.39,405.85,421.08,1627
2026-01-03T10:00:00Z,421.08,428.74,416.23,431.57,1638
2026-01-03T11:00:00Z,431.57,438.99,426.43,441.99,1649
2026-01-03T12:00:00Z,441.99,449.12,436.37,452.30,1660
2026-01-03T13:00:00Z,452.30,459.07,446.40,462.45,1671
2026-01-03T14:00:00Z,462.45,468.80,456.31,472.40,1682
2026-01-03T15:00:00Z,472.40,478.27,465.91,482.12,1693
2026-01-03T16:00:00Z,482.12,487.44,475.12,491.54,1704
2026-01-03T17:00:00Z,491.54,496.24,484.08,500.63,1715
2026-01-03T18:00:00Z,500.63,504.63,492.69,509.34,1726
2026-01-03T19:00:00Z,509.34,512.58,500.92,517.60,1737
2026-01-03T20:00:00Z,517.60,520.00,508.74,525.39,1748
2026-01-03T21:00:00Z,525.39,526.91,516.09,532.64,1759
2026-01-03T22:00:00Z,532.64,533.22,522.91,539.30,1770
2026-01-03T23:00:00Z,539.30,538.90,529.16,545.33,1781
2026-01-04T00:00:00Z,545.33,543.92,534.80,550.67,1792
2026-01-04T01:00:00Z,550.67,548.25,539.78,555.30,1803
2026-01-04T02:00:00Z,555.30,551.86,544.05,559.17,1814
2026-01-04T03:00:00Z,559.17,554.74,547.58,562.26,1825
2026-01-04T04:00:00Z,562.26,556.88,550.35,564.55,1836
2026-01-04T05:00:00Z,564.55,558.27,552.35,566.02,1847
2026-01-04T06:00:00Z,566.02,558.90,553.57,566.67,1858
2026-01-04T07:00:00Z,566.67,558.77,554.00,566.50,1869
2026-01-04T08:00:00Z,566.50,557.88,553.65,565.51,1880
2026-01-04T09:00:00Z,565.51,556.23,552.52,563.71,1891
2026-01-04T10:00:00Z,563.71,553.82,550.61,561.12,1902
2026-01-04T11:00:00Z,561.12,550.68,547.95,557.77,1913
2026-01-04T12:00:00Z,557.77,546.82,544.54,553.68,1924
2026-01-04T13:00:00Z,553.68,542.25,540.41,548.91,1935
2026-01-04T14:00:00Z,548.91,536.99,535.60,543.50,1946
2026-01-04T15:00:00Z,543.50,531.07,530.14,537.50,1957
2026-01-04T16:00:00Z,537.50,524.51,524.07,530.96,1968
2026-01-04T17:00:00Z,530.96,517.34,517.44,523.93,1979
2026-01-04T18:00:00Z,523.93,509.61,510.30,516.47,1990
2026-01-04T19:00:00Z,516.47,501.35,502.70,508.65,2001
2026-01-04T20:00:00Z,508.65,492.61,494.70,500.52,2012
2026-01-04T21:00:00Z,500.52,483.45,486.36,492.17,2023
2026-01-04T22:00:00Z,492.17,473.92,477.75,483.65,2034
2026-01-04T23:00:00Z,483.65,464.10,468.93,475.05,2045
2026-01-05T00:00:00Z,475.05,454.05,459.99,466.42,2056
2026-01-05T01:00:00Z,466.42,443.83,450.97,457.85,2067
2026-01-05T02:00:00Z,457.85,433.51,441.95,449.40,2078
2026-01-05T03:00:00Z,449.40,423.17,433.00,441.15,2089
2026-01-05T04:00:00Z,441.15,412.88,424.17,433.16,2100
2026-01-05T05:00:00Z,433.16,402.70,415.54,425.49,2111
2026-01-05T06:00:00Z,425.49,392.72,407.17,418.20,2122
2026-01-05T07:00:00Z,418.20,383.00,399.12,411.36,2133
2026-01-05T08:00:00Z,411.36,373.61,391.43,405.00,2144
2026-01-05T09:00:00Z,405.00,364.62,384.16,399.19,2155
2026-01-05T10:00:00Z,399.19,356.10,377.36,393.98,2166
2026-01-05T11:00:00Z,393.98,348.08,371.06,389.40,2177
2026-01-05T12:00:00Z,389.40,340.63,365.30,385.48,2188
2026-01-05T13:00:00Z,385.48,333.79,360.12,382.23,2199
2026-01-05T14:00:00Z,382.23,327.62,355.55,379.67,2210
2026-01-05T15:00:00Z,379.67,322.15,351.63,377.82,2221
2026-01-05T16:00:00Z,377.82,317.42,348.36,376.67,2232
2026-01-05T17:00:00Z,376.67,313.45,345.77,376.23,2243
2026-01-05T18:00:00Z,376.23,310.27,343.86,376.48,2254
2026-01-05T19:00:00Z,376.48,307.88,342.62,377.41,2265
2026-01-05T20:00:00Z,377.41,306.29,342.03,378.99,2276
2026-01-05T21:00:00Z,378.99,305.48,342.06,381.18,2287
2026-01-05T22:00:00Z,381.18,305.44,342.68,383.95,2298
2026-01-05T23:00:00Z,383.95,306.14,343.86,387.25,2309
2026-01-06T00:00:00Z,387.25,307.57,345.54,391.02,2320
2026-01-06T01:00:00Z,391.02,309.67,347.68,395.22,2331
2026-01-06T02:00:00Z,395.22,312.40,350.22,399.77,2342
2026-01-06T03:00:00Z,399.77,315.70,353.09,404.61,2353
2026-01-06T04:00:00Z,404.61,319.52,356.22,409.66,2364
2026-01-06T05:00:00Z,409.66,323.80,359.53,414.85,2375
2026-01-06T06:00:00Z,414.85,328.47,362.94,420.09,2386
2026-01-06T07:00:00Z,420.09,333.46,366.37,425.31,2397
2026-01-06T08:00:00Z,425.31,338.70,369.73,430.41,2408
2026-01-06T09:00:00Z,430.41,344.12,372.94,435.30,2419
2026-01-06T10:00:00Z,435.30,349.65,375.92,439.91,2430
2026-01-06T11:00:00Z,439.91,355.20,378.60,444.16,2441
2026-01-06T12:00:00Z,444.16,360.70,380.89,447.99,2452
2026-01-06T13:00:00Z,447.99,366.08,382.73,451.34,2463
2026-01-06T14:00:00Z,451.34,371.27,384.04,454.17,2474
2026-01-06T15:00:00Z,454.17,376.21,384.76,456.44,2485
2026-01-06T16:00:00Z,456.44,380.85,384.82,458.12,2496
2026-01-06T17:00:00Z,458.12,385.13,384.18,459.20,2507
2026-01-06T18:00:00Z,459.20,389.00,382.79,459.67,2518
2026-01-06T19:00:00Z,459.67,392.42,380.62,459.52,2529
2026-01-06T20:00:00Z,459.52,395.37,377.65,458.78,2540
2026-01-06T21:00:00Z,458.78,397.81,373.87,457.49,2551
2026-01-06T22:00:00Z,457.49,399.75,369.28,455.68,2562
2026-01-06T23:00:00Z,455.68,401.16,363.90,453.40,2573
2026-01-07T00:00:00Z,453.40,402.02,357.77,450.72,2584
2026-01-07T01:00:00Z,450.72,402.33,350.91,447.70,2595
2026-01-07T02:00:00Z,447.70,402.08,343.38,444.42,2606
2026-01-07T03:00:00Z,444.42,401.28,335.21,440.94,2617
2026-01-07T04:00:00Z,440.94,399.93,326.48,437.36,2628
2026-01-07T05:00:00Z,437.36,398.04,317.24,433.75,2639
2026-01-07T06:00:00Z,433.75,395.64,307.57,430.18,2650
2026-01-07T07:00:00Z,430.18,392.75,297.53,426.72,2661
2026-01-07T08:00:00Z,426.72,389.41,287.20,423.45,2672
2026-01-07T09:00:00Z,423.45,385.67,276.66,420.41,2683
2026-01-07T10:00:00Z,420.41,381.57,266.00,417.68,2694
2026-01-07T11:00:00Z,417.68,377.18,255.29,415.31,2705
